Name,Rating,Review,Address,Price,Phone Number,Website,Description,URL
Taste Paradise,4.6,(947),"Plaza Indonesia South Gate, Jl. M.H. Thamrin No.5 Lantai 4/#01, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",·Rp 250.000+,(021) 29923838,https://www.instagram.com/tasteparadise.jkt/,,"https://www.google.com/maps/place/Taste+Paradise/@-6.2158244,106.6720345,12z/data=!3m1!5s0x2e69f4211614e4ed:0x7aefc33091d59c87!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f4211209b9a3:0x924b65a78dce6358!8m2!3d-6.1937882!4d106.8217983!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgESY2hpbmVzZV9yZXN0YXVyYW504AEA!16s%2Fg%2F11rvxw81g?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Lobo & Juno,4.6,(534),"Jl. Mega Kuningan Timur I No.E.1,2, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",·Rp 250.000+,(021) 25518322,http://www.ritzcarlton.com/en/hotels/indonesia/jakarta/dining/lobo?scid=feed67b0-9a2f-4de1-8df6-114544116108,"Restoran yg luxury dengan menu European yg ditampilkan dengan indah dan mewah, tersedia full bar.","https://www.google.com/maps/place/Lobo+%26+Juno/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f3e4d9b762dd:0xb65af7d1d6715240!8m2!3d-6.2285482!4d106.8271995!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1thk18k9?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Roma Osteria & Bar,4.5,"(1,654)","Sequis Tower Ground Floor #03-01, Jl. Jenderal Sudirman No.Kav. 71, RT.5/RW.3, Senayan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",·Rp 250.000+,(021) 27091888,https://www.sequistower.com/,"Classic Italian eats served in a chic spot with a loungey bar, plus a leafy terrace with city views.","https://www.google.com/maps/place/Roma+Osteria+%26+Bar/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f1daa55d3d2b:0x20804044e798dab3!8m2!3d-6.2252931!4d106.8074596!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11c1qmrj_1?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
JimBARan Lounge,4.6,"(1,146)","Ayana Midplaza Jakarta Lobby Level, Jl. Jend. Sudirman Kav. 10-11, Karet Tengsin, Tanah Abang, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",·Rp 250.000+,(021) 5738816,https://www.ayana.com/jakarta/ayana-midplaza-jakarta/dining/,"Creative cocktails & eclectic global fare on offer in airy, sophisticated digs with a lush garden.","https://www.google.com/maps/place/JimBARan+Lounge/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f6aac4b9c4bb:0xcc38220ab4937c40!8m2!3d-6.2087422!4d106.8196047!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEGbG91bmdl4AEA!16s%2Fg%2F11bc7s7t6j?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Txoko Jakarta,4.7,"(1,225)","Jl. Suryo No.6 10, RT.10/RW.3, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",·Rp 250.000+,(021) 27082215,https://www.txokojakarta.com/,"Hip restaurant offering Spanish fare including tapas, seafood, meat plates & desserts, plus sangria.","https://www.google.com/maps/place/Txoko+Jakarta/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f122a65dfcf9:0xbb7dd3f35c26fcfc!8m2!3d-6.233846!4d106.812409!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgESc3BhbmlzaF9yZXN0YXVyYW504AEA!16s%2Fg%2F11fk0mkgk8?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
La Posta Taste Of Argentina,4.6,"(1,040)","Jl. Karet Pasar Baru Timur 5 No.25, RT.12/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",·Rp 250.000+,0812-8587-2935,http://www.laposta.id/,"Bright, breezy Argentine eatery serving upmarket fare, from steak & empanadas to imported wine.","https://www.google.com/maps/place/La+Posta+Taste+Of+Argentina/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f402ba272afd:0x198e61e12dae7cee!8m2!3d-6.208172!4d106.8188657!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEWYXJnZW50aW5pYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11c2y7ytvg?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Asuka Japanese Dining,4.6,(216),"Kawasan, JW Marriott Hotel Jakarta Jalan DR Ide Anak Agung Gde Agung Kav E.1.2 No. 1 & 2, Jl. Mega Kuningan Barat, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",·Rp 250.000+,(021) 57988898,https://www.marriott.com/hotels/hotel-information/restaurant/details/jktjw-jw-marriott-hotel-jakarta/6681003/,Tempat makan yg menyajikan aneka macam sushi yg fresh dan berkualitas import serta aneka bento box.,"https://www.google.com/maps/place/Asuka+Japanese+Dining/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f3fad37706d1:0x4e0f25d0548c65fb!8m2!3d-6.227299!4d106.8275804!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vgl5cf8?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Wabi-Sabi Restaurant,4.8,(420),"MD Place, Jl. Setia Budi Selatan No.7 12th Floor, RT.5/RW.1, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910",·Rp 250.000+,0877-9224-7224,http://www.mdarestaurants.com/,,"https://www.google.com/maps/place/Wabi-Sabi+Restaurant/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f587cb5ce1fd:0xb08e1934f96b4c4!8m2!3d-6.2081804!4d106.8284583!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11p54q5yr0?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Altitude Grill,4.4,(463),"The Plaza Office Tower, Jl. M.H. Thamrin No.Kav 28-30, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",·Rp 250.000+,(021) 29922448,https://altitudejakarta.com/,Tempat makan dengan konsep yg elegan dan mewah menawarkan  360 derajat pemandang kota Jakarta.,"https://www.google.com/maps/place/Altitude+Grill/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f4213db0f337:0xa5aea8c5e7577201!8m2!3d-6.1925811!4d106.8219398!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgELc3RlYWtfaG91c2XgAQA!16s%2Fg%2F11bbrnn88d?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
OPEN Restaurant,4.4,(423),"Jalan Kompleks Megaria No.12, RT.10/RW.1, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",·Rp 250.000+,(021) 31904433,https://business.google.com/create?fp=4661612851836183866&hl=en&authuser=0&gmbsrc=id-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=id-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,,"https://www.google.com/maps/place/OPEN+Restaurant/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f46b1fa858ff:0x40b16030c217653a!8m2!3d-6.1993593!4d106.843309!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11g726vrd1?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Midori Japanese Restaurant,4.7,"(3,534)","14, Jl. K.H. Wahid Hasyim No.106, RT.14/RW.3, Kb. Sirih, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10340",·$$,(021) 3148957,http://www.restoranmidori.com/,,"https://www.google.com/maps/place/Midori+Japanese+Restaurant/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f4179e887125:0x13c9b782b3549c94!8m2!3d-6.1867644!4d106.8266022!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F1td80cpr?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Arts Café by Raffles Jakarta,4.6,(430),"Ciputra World 1, Jl. Prof. DR. Satrio No.5 2, RT.18/RW.1, Kuningan, Karet Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",·Rp 250.000+,(021) 29880888,https://www.accorhotels.com/gb/hotel-A5Y7-raffles-jakarta/index.shtml?y_source=1_MTU4OTA1MjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Tempat makan yg elegant dan unik untuk menikmati masakan asia dengan pameran art dan coklat menu.,"https://www.google.com/maps/place/Arts+Caf%C3%A9+by+Raffles+Jakarta/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f3fb868429b7:0xfff19a4591765cb1!8m2!3d-6.224197!4d106.823984!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11bw3dqc6v?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Ruth's Chris Steak House Jakarta,4.6,"(1,331)","Somerset Grand Citra Jakarta, Ground Floor, Jl. Prof. DR. Satrio No.Kav 1, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",·Rp 250.000+,(021) 5221178,http://wly.sg/zBbMxKUM,"Outpost of upmarket steakhouse chain known for sizzling, butter-topped beef in an elegant setting","https://www.google.com/maps/place/Ruth's+Chris+Steak+House+Jakarta/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f3ff853c223b:0x7af386e959fa95af!8m2!3d-6.2240804!4d106.8247946!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgELc3RlYWtfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxjSE10WlZkQkVBReABAPoBBAgAEEo!16s%2Fg%2F11cm2996y6?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Collage All Day Dining,4.5,(318),"Hotel Pullman Jakarta Central Park, Podomoro City, Letjen S. Parman No.Kav. 28 Lt.L, RT.12/RW.6, Tj. Duren Sel., Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",·Rp 250.000+,0815-8043-999,http://www.pullmanjakartacentralpark.com/restaurants-bars/,,"https://www.google.com/maps/place/Collage+All+Day+Dining/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f6f5f60d448f:0x824cbe11608632d6!8m2!3d-6.1781939!4d106.7896471!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgERYnVmZmV0X3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1hc5wx3c7?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
OKU Jakarta,4.7,(700),"Hotel Indonesia Kempinski Jakarta, Jl. M.H. Thamrin No.1, Menteng, Central Jakarta City, Jakarta 10310",·$$$,(021) 23583896,https://www.tablecheck.com/en/kempinski-oku/reserve/message?utm_source=website,,"https://www.google.com/maps/place/OKU+Jakarta/@-6.2158244,106.6720345,12z/data=!3m1!5s0x2e69f421ccf212e3:0xd7f546bd43e93954!4m14!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m9!1s0x2e69f421a3330bb9:0xb8db28a5027c2ba4!5m2!4m1!1i2!8m2!3d-6.1950031!4d106.8220157!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11cmxxx5fy?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
The Japanese Restaurant @ Sari Pacific Jakarta,4.5,(553),"Jl. M.H. Thamrin No.6, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",·Rp 250.000+,(021) 29932889,http://www.saripacificjakarta.com/,,"https://www.google.com/maps/place/The+Japanese+Restaurant+@+Sari+Pacific+Jakarta/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f42f4c48fa9b:0xd1a3ba49bdf56136!8m2!3d-6.185536!4d106.823922!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdhvy7s?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Seribu Rasa,4.6,(872),"Plaza Indonesia, L4 - 006 & 007F, Jl. M.H. Thamrin No.28-30, Gondangdia, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10350",·$$$,(021) 29922546,http://arenacorp.com/seribu-rasa,,"https://www.google.com/maps/place/Seribu+Rasa/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f421151bd60f:0x1c70d5e2f9645d11!8m2!3d-6.1939392!4d106.8211915!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEVaW5kb25lc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11c2jy4ffr?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Baia Nonna,4.8,(797),"Jl. MH Thamrin No.1, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",,(021) 23599064,https://instagram.com/baianonna.id?igshid=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,,"https://www.google.com/maps/place/Baia+Nonna/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f51d58998f57:0x30d8c46d9610cc98!8m2!3d-6.1950334!4d106.8212522!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEbc291dGhfZWFzdF9hc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11l72388hw?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
PANTJA,4.4,(832),"Jl. Senopati No.37, Senayan, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12190",·Rp 250.000+,0811-8683-010,http://www.pantja.id/,,"https://www.google.com/maps/place/PANTJA/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f10f8c04e5fd:0x2fea52ec04ef43b6!8m2!3d-6.2308737!4d106.8090126!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fnbbvf15?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
La Moda,4.5,"(1,239)","Jl. M.H. Thamrin No.28 – 30, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",·Rp 250.000+,(021) 29921298,https://www.instagram.com/lamodajkt/?hl=en,,"https://www.google.com/maps/place/La+Moda/@-6.2158244,106.6720345,12z/data=!3m1!5s0x2e69f4211614e4ed:0x7aefc330deff9bc0!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f42110aa57a7:0x8803ba5cf055378!8m2!3d-6.1934336!4d106.8215327!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1vtt_0y4?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Bistro Baron,4.4,(460),"Jl. M.H. Thamrin No.28-30 Level 1, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",·Rp 250.000+,(021) 29923505,http://bistrobaron.com/,Bistro yg menyajikan menu French yg otentik dan suasana yg klasik dan modern. Tersedia full bar.,"https://www.google.com/maps/place/Bistro+Baron/@-6.2158244,106.6720345,12z/data=!3m1!5s0x2e69f4211614e4ed:0x7aefc330deff9bc0!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f421229aaa1b:0x895508b0870fb72b!8m2!3d-6.192476!4d106.8221061!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tm1mwp1?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
AB Steak Jakarta,4.9,(588),"Senayan City, Jl. Asia Afrika No.Lot.19 Ground Floor Unit G-119, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",·Rp 250.000+,0821-8818-1836,https://absteakjkt.com/,,"https://www.google.com/maps/place/AB+Steak+Jakarta/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f15559402585:0xcf2f64d3a073fef0!8m2!3d-6.2272499!4d106.7978!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11vjyv8mpd?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
En Dining Plaza Indonesia,4.7,(134),"Jl. M.H. Thamrin No.3, RT.10/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",,,https://www.instagram.com/endiningjkt/,,"https://www.google.com/maps/place/En+Dining+Plaza+Indonesia/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f428b97890d5:0x3d86a026a4469f9d!8m2!3d-6.1934462!4d106.8223241!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11rkdvwmln?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Lyon,4.6,(315),"Jl. M.H. Thamrin, Menteng, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10310",·Rp 250.000+,(021) 29938824,https://www.mandarinoriental.com/jakarta/jalan-mh-thamrin/fine-dining/restaurants/french-cuisine/lyon?htl=MOJKT&kw=MOJKT_lyon&eng=google&src=local,,"https://www.google.com/maps/place/Lyon/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f421f140d491:0x9fa2dbc79e772253!8m2!3d-6.1963304!4d106.8237343!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tlk3y2_?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Orient8,4.7,(356),"Jl. Asia Afrika, Senayan, Jakarta Pusat, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",·Rp 250.000+,(021) 5747777,https://www.themulia.com/jakarta/jakarta-outlets/orient8,,"https://www.google.com/maps/place/Orient8/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f6b452092f99:0x95898d2518e10cd3!8m2!3d-6.215256!4d106.79765!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEQYXNpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F1ttl0w_c?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Habitate Jakarta,4.5,(357),"Jl. Setia Budi Utara Raya No.5, Kuningan, Karet Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",,,,,"https://www.google.com/maps/place/Sindbad+Restaurant+Jakarta+%D9%85%D8%B7%D8%B9%D9%85+%D8%A7%D9%84%D8%B3%D9%86%D8%AF%D8%A8%D8%A7%D8%AF+%D8%AC%D8%A7%D9%83%D8%B1%D8%AA%D8%A7%E2%80%AD/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f6bd79ced303:0xf908f5a1ad6b75db!8m2!3d-6.1978749!4d106.8033151!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEZbWlkZGxlX2Vhc3Rlcm5fcmVzdGF1cmFudOABAA!16s%2Fg%2F1v5wdgrw?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Sindbad Restaurant Jakarta مطعم السندباد جاكرتا,4.3,"(1,403)","Jl. K.S. Tubun No.2, RT.1/RW.7, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410",·$$,0812-9255-2559,,Cozy Middle Eastern restaurant serving generously portioned rice & lamb platters in a relaxed space.,"https://www.google.com/maps/place/Le+Burger/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f1504da00547:0x6d46e347b609474e!8m2!3d-6.2254644!4d106.8087852!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11g1v1g_vf?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
Markette - Grand Indonesia,4.9,"(3,131)","East Mall, Shinta Lobby - Ground Floor, Jalan M.H. Thamrin No. 1, RT.1/RW.5 No.1, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",,0811-1705-8080,https://www.ismaya.com/,,"https://www.google.com/maps/place/Markette+-+Grand+Indonesia/@-6.2158244,106.6720345,12z/data=!4m11!1m3!2m2!1sRestaurant+In+Jakarta!6e5!3m6!1s0x2e69f5974fd1d9cb:0x24ef2cd3ca211585!8m2!3d-6.1965848!4d106.8224882!15sChVSZXN0YXVyYW50IEluIEpha2FydGFaFyIVcmVzdGF1cmFudCBpbiBqYWthcnRhkgESd2VzdGVybl9yZXN0YXVyYW504AEA!16s%2Fg%2F11wh6g6m2z?hl=en&entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
